"fileid","order","species","common_name","study_site","captivity","sex","age","measure","data_location","countbinary","repeat_group","groupid","matrix_edgelist","edgelist_time_meaning","note","full_citation","number_individuals","number_interactions","interactions_per_individual","proportion_unknown","dci","ttri","ds_steepness","modified_landaus_h"
"Franz_2015d","Primates","Papio_cynocephalus","Yellow baboons","Kenya","Natural","M","Adult","Decided agonisitic interactions","Supplemental Data","Count","No","Papio_cynocephalus11","Edgelist","Day","","Franz, M., McLean, E., Tung, J., Altmann, J., & Alberts, S. C. (2015). Self-organizing dominance hierarchies in a wild primate population. Proceedings of the Royal Society B: Biological Sciences, 282(1814), 20151512.",53,4464,84.2264150943396,NA,NA,NA,NA,NA
"Franz_2015e","Primates","Papio_cynocephalus","Yellow baboons","Kenya","Natural","M","Adult","Decided agonisitic interactions","Supplemental Data","Count","No","Papio_cynocephalus12","Edgelist","Day","","Franz, M., McLean, E., Tung, J., Altmann, J., & Alberts, S. C. (2015). Self-organizing dominance hierarchies in a wild primate population. Proceedings of the Royal Society B: Biological Sciences, 282(1814), 20151512.",52,3281,63.0961538461538,NA,NA,NA,NA,NA
"Funkhouser_2018a","Primates","Pan_troglodytes","Chimpanzee","USA","Captive","MF","Adult","Agonisitic competition","TblS1","Count","No","Pan_troglodytes4","Matrix","","","Funkhouser, JA et al 2018 Comparative Investigations of Social ContextDependent Dominance in Captive Chimpanzees (Pan troglodytes) and Wild Tibetan Macaques (Macaca thibetana), Scientific Reports 8, 13909",7,253,36.1428571428571,0.285714285714286,0.288537549407115,0.636363636363636,0.286170091470172,0.571164285714286
"Funkhouser_2018b","Primates","Macaca_thibetana","Tibetan macaque","China","Natural","MF","Adult","Agonisitic competition","TblS5","Count","No","Macaca_thibetana2","Matrix","","","Funkhouser, JA et al 2018 Comparative Investigations of Social ContextDependent Dominance in Captive Chimpanzees (Pan troglodytes) and Wild Tibetan Macaques (Macaca thibetana), Scientific Reports 8, 13909",24,233,9.70833333333333,0.601449275362319,0.854077253218884,1,0.160990338164251,0.334506260869565
"Harcourt_1979","Primates","Gorilla_gorilla","Gorilla","Rwanda","Natural","F","Mixed","supplants","Tb2","Count","No","Gorilla_gorilla3","Matrix","","","Harcourt, A. H. (1979). Social relationships among adult female mountain gorillas. Animal Behaviour, 27(PART 1), 251–264. https://doi.org/10.1016/0003-3472(79)90145-3",7,34,4.85714285714286,0.523809523809524,1,1,0.295918367346939,0.698564285714286
"Harcourt_1989","Primates","Gorilla_gorilla","Gorilla","Rwanda","Natural","F","Adult","supplants","Tb2","Count","No","Gorilla_gorilla4","Matrix","","","Harcourt, A. H., & Stewart, K. J. (1989). Functions of Alliances in Contests Within Wild Gorilla Groups. Behaviour, 109(3–4), 176–189.",6,48,8,0.0666666666666667,0.541666666666667,1,0.559501133786848,0.800194285714286
"Hartzler_1970","Passeriformes","Parus_atricapillus","Black-capped chickadee","USA","Natural","MF","Adult","Dominance-Subordination","Tb1","Count","No","Parus_atricapillus1","Matrix","","","Hartzler, J. E. (1970). Winter dominance relationship in black-capped chickadees. The Wilson Bulletin, 427-434.",7,138,19.7142857142857,0.0952380952380952,0.91304347826087,1,0.801029327815042,0.947157142857143
"Hass_1991","Artiodactyla","Ovis_canadensis","Bighorn sheep","USA","Captive","M","Adult","Dominance Interactions","Tb2","Count","Yes","Ovis_canadensis1","Matrix","","","Hass, C. C. & Jenni, D. A. 1991 Structure and ontogeny of dominance relationships among bighorn rams. Can. J. Zool. 69, 471-476.",18,328,18.2222222222222,0.496732026143791,1,1,0.351221190230478,0.292325696594427
"Hass_1991b","Artiodactyla","Ovis_canadensis","Bighorn sheep","USA","Captive","M","Adult","Dominance Interactions","Tb1","Count","Yes","Ovis_canadensis1","Matrix","","","Hass, C. C. & Jenni, D. A. 1991 Structure and ontogeny of dominance relationships among bighorn rams. Can. J. Zool. 69, 471-476.",15,193,12.8666666666667,0.733333333333333,1,1,0.154285714285714,0.27363
"Hass_1991c","Artiodactyla","Ovis_canadensis","Bighorn sheep","USA","Captive","M","Adult","Dominance Interactions","Tb3","Count","Yes","Ovis_canadensis1","Matrix","","","Hass, C. C. & Jenni, D. A. 1991 Structure and ontogeny of dominance relationships among bighorn rams. Can. J. Zool. 69, 471-476.",17,183,10.7647058823529,0.5,1,1,0.346885813148789,0.325756862745098
"Hausfater_1975a","Primates","Papio_cynocephalus","Yellow baboon","Kenya","Natural","MF","Non-Adult","Agonisitic bouts","Tb10","Count","No","Papio_cynocephalus2","Matrix","","","Hausfater, G. 1975 Dominance and reproduction in Baboons (Papio cynocephalus). Contrib. Primatol. 7, 20-68.",16,717,44.8125,0.525,0.98326359832636,1,0.370270575335397,0.435657941176471
"Hausfater_1975b","Primates","Papio_cynocephalus","Yellow baboon","Kenya","Natural","M","Mixed","Agonisitic bouts","Tb11","Count","Yes","Papio_cynocephalus3","Matrix","","","Hausfater, G. 1975 Dominance and reproduction in Baboons (Papio cynocephalus). Contrib. Primatol. 7, 20-68.",21,4411,210.047619047619,0.195238095238095,0.880752663795058,0.99540757749713,0.749825454724815,0.661352467532468
"Hausfater_1975c","Primates","Papio_cynocephalus","Yellow baboon","Kenya","Natural","F","Mixed","Agonisitic bouts","Tb6","Count","Yes","Papio_cynocephalus3","Matrix","","","Hausfater, G. 1975 Dominance and reproduction in Baboons (Papio cynocephalus). Contrib. Primatol. 7, 20-68.",17,1638,96.3529411764706,0.330882352941176,0.992673992673993,1,0.597528779611392,0.596494607843137
"Hausfater_1982a","Primates","Papio_cynocephalus","Yellow baboon","Kenya","Natural","F","Adult","Agonistic Bout","Tb1","Count","Yes","Papio_cynocephalus4","Matrix","","","Hausfater, G., Altmann, J. & Altmann, S. 1982 Long-term consistency of dominance relations among female baboons (Papio cynocephalus). Science 217, 752-755.",14,1704,121.714285714286,0,0.998826291079812,1,0.998116169544741,1
"Hausfater_1982b","Primates","Papio_cynocephalus","Yellow baboon","Kenya","Natural","F","Adult","Agonistic Bout","Tb2","Count","Yes","Papio_cynocephalus4","Matrix","","","Hausfater, G., Altmann, J. & Altmann, S. 1982 Long-term consistency of dominance relations among female baboons (Papio cynocephalus). Science 217, 752-755.",20,909,45.45,0.0421052631578947,0.995599559955996,0.908091908091908,0.89046992481203,0.859466466165414
"Hayaki_1989a","Primates","Pan_troglodytes_schweinfurthii","Eastern chimpanzee","Tanzania","Natural","M","Mixed","Pant-Grunt","Tb2","Count","Yes","Pan_troglodytes_schweinfurthii1","Matrix","","","Hayaki, H., Huffman, M.A. & Nishida, T. Primates (1989) 30: 187. doi:10.1007/BF02381303",27,403,14.9259259259259,0.712250712250712,1,1,0.136548636548637,0.248724908424908
"Hayaki_1989b","Primates","Pan_troglodytes_schweinfurthii","Eastern chimpanzee","Tanzania","Natural","M","Mixed","Agonistic","Tb5","Count","Yes","Pan_troglodytes_schweinfurthii1","Matrix","","","Hayaki, H., Huffman, M.A. & Nishida, T. Primates (1989) 30: 187. doi:10.1007/BF02381303",21,109,5.19047619047619,0.704761904761905,1,1,0.142362399505257,0.241987012987013
"Heitor_2006","Perissodactyla","Equus_caballus","Horse","Portugal","Captive","MF","Mixed","Elicit Avoidance","Tb3","Count","No","Equus_caballus3","Matrix","","","Heitor, F., do Mar Oom, M. & Vicente, L. 2006 Social relationships in a herd of Sorraia horses Part I. Correlates of social dominance and contexts of aggression. Behav. Process 73, 170-177.",11,1724,156.727272727273,0,0.961716937354988,0.854545454545454,0.91707756035025,0.890909090909091
"HeitorVicente_2010","Perissodactyla","Equus_caballus","Sorraia horse","Portugal","Captive","M","Adult","Agonistic-Related","Tb2","Count","No","Equus_caballus4","Matrix","","","Heitor, F. & Vicente, L. 2010 Dominance relationships and patterns of aggression in a bachelor group of Sorraia horses (Equus caballus). J. Ethol. 28, 35-44.",6,185,30.8333333333333,0,0.675675675675676,1,0.776581046355483,0.857142857142857
"Hewitt_2009a","Carnivora","Meles_meles","European badger","England","Natural","MF","Mixed","Directed Aggression","FigA1","Count","Yes","Meles_meles1","Matrix","","ids not consistent over years","Hewitt, S. E., Macdonald, D. W. & Dugdale, H. L. 2009 Context-dependent linear dominance hierarchies in social groups of European badgers, Meles meles. Anim. Behav. 77, 161-169.",9,198,22,0.222222222222222,0.777777777777778,0.809523809523809,0.567384025439581,0.68342
"Hewitt_2009b","Carnivora","Meles_meles","European badger","England","Natural","MF","Mixed","Directed Aggression","FigA1","Count","No","Meles_meles2","Matrix","","ids not consistent over years","Hewitt, S. E., Macdonald, D. W. & Dugdale, H. L. 2009 Context-dependent linear dominance hierarchies in social groups of European badgers, Meles meles. Anim. Behav. 77, 161-169.",7,118,16.8571428571429,0.238095238095238,0.661016949152542,0.8,0.500637755102041,0.6076
"Hewitt_2009c","Carnivora","Meles_meles","European badger","England","Natural","MF","Mixed","Directed Aggression","FigA1","Count","No","Meles_meles3","Matrix","","ids not consistent over years","Hewitt, S. E., Macdonald, D. W. & Dugdale, H. L. 2009 Context-dependent linear dominance hierarchies in social groups of European badgers, Meles meles. Anim. Behav. 77, 161-169.",14,122,8.71428571428571,0.43956043956044,0.786885245901639,0.836734693877551,0.315248560962847,0.392668571428571
"Hewitt_2009d","Carnivora","Meles_meles","European badger","England","Natural","MF","Mixed","Directed Aggression","FigA1","Count","Yes","Meles_meles1","Matrix","","ids not consistent over years","Hewitt, S. E., Macdonald, D. W. & Dugdale, H. L. 2009 Context-dependent linear dominance hierarchies in social groups of European badgers, Meles meles. Anim. Behav. 77, 161-169.",7,164,23.4285714285714,0,0.646341463414634,1,0.798729841586984,0.928571428571428
"Hirotani_1994","Artiodactyla","Rangifer_tarandus","Reindeer","Japan","Natural","M","Adult","Agonistic Interaction","Tb1","Count","No","Rangifer_tarandus1","Matrix","","","Hirotani, A. 1994 Dominance rank, copulatory behaviour and estimated reproductive success in male reindeer. Anim. Behav. 48, 929-936.",13,1557,119.769230769231,0.0897435897435897,0.974309569685292,0.904306220095694,0.789983858998514,0.868475274725275
"Hirsch_2007a","Carnivora","Nasua_nasua","Ring-tailed coatis raccoon","Argentina","Natural","MF","Mixed","Dominance Interactions","Tbl2","Count","Yes","Nasua_nasua1","Matrix","","","Hirsch, B. T. (2007). Spoiled Brats: Is Extreme Juvenile Agonism in Ring-Tailed Coatis (Nasua nasua) Dominance or Tolerated Aggression? Ethology 113: 446-456.",15,89,5.93333333333333,0.514285714285714,0.775280898876405,0.230769230769231,0.223553113553114,0.2579175
"Hirsch_2007b","Carnivora","Nasua_nasua","Ring-tailed coatis raccoon","Argentina","Natural","MF","Mixed","Dominance Interactions","Tbl5.2b","Count","Yes","Nasua_nasua1","Matrix","","","Hirsch, B. T. (2007). Within-group spatial position in ring-tailed coatis (Nasua nasua): balancing predation, feeding success, and social competition. ProQuest.",29,266,9.17241379310345,0.596059113300493,0.75187969924812,0.524590163934426,0.143621538984203,0.184073497536946
"Hirsch_2007c","Carnivora","Nasua_nasua","Ring-tailed coatis raccoon","Argentina","Natural","MF","Mixed","Dominance Interactions","Tbl5.2c","Count","Yes","Nasua_nasua2","Matrix","","","Hirsch, B. T. (2007). Within-group spatial position in ring-tailed coatis (Nasua nasua): balancing predation, feeding success, and social competition. ProQuest.",12,185,15.4166666666667,0.196969696969697,0.632432432432432,0.789473684210526,0.449099175235539,0.67536013986014
"Hirsch_2007d","Carnivora","Nasua_nasua","Ring-tailed coatis raccoon","Argentina","Natural","MF","Mixed","Dominance Interactions","Tbl5.2d","Count","Yes","Nasua_nasua2","Matrix","","","Hirsch, B. T. (2007). Within-group spatial position in ring-tailed coatis (Nasua nasua): balancing predation, feeding success, and social competition. ProQuest.",27,539,19.962962962963,0.336182336182336,0.703153988868275,0.66412213740458,0.340540861718807,0.305847008547009
"Hobson_2015a","Psittaciformes","Myiopsitta_monachus","Monk parakeet","USA","Captive","MF","Adult","Overt aggression causeing retreat","Author contribution","Count","No","Myiopsitta_monachus1","Matrix","","Quarter 2 - 4; removed one socially inept individual","Hobson, E. A., and S. DeDeo. 2015. Social Feedback and the Emergence of Rank in Animal Society. PLOS Computational Biology 11:e1004411.",21,838,39.9047619047619,0.171428571428571,0.899761336515513,0.877437325905293,0.663667457911428,0.572306883116883
"Hobson_2015b","Psittaciformes","Myiopsitta_monachus","Monk parakeet","USA","Captive","MF","Adult","Overt aggression causeing retreat","Author contribution","Count","No","Myiopsitta_monachus2","Matrix","","Quarter 2 - 4; removed one socially inept individual","Hobson, E. A., and S. DeDeo. 2015. Social Feedback and the Emergence of Rank in Animal Society. PLOS Computational Biology 11:e1004411.",18,810,45,0.156862745098039,0.935802469135802,0.882882882882883,0.654925725384961,0.735551496388029
"Holekamp_1991","Carnivora","Crocuta_crocuta","Spotted hyena","Kenya","Natural","MF","Non-Adult","Agonistic Interaction","Fig1","Count","No","Crocuta_crocuta4","Matrix","","","Holekamp, K. E. & Smale, L. 1991 Dominance acquisition during mammalian social development: the ""inheritance"" of maternal rank. Am. Zool. 31, 306-317.",13,40,3.07692307692308,0.730769230769231,1,0.555555555555555,0.104395604395604,0.24087032967033
"Holekamp_1993a","Carnivora","Crocuta_crocuta","Spotted hyena","Kenya","Natural","MF","Non-Adult","Agonistic Interaction","Tb1a","Count","Yes","Crocuta_crocuta5","Matrix","","","Holekamp, K. E. & Smale, L. 1993 Ontogeny of dominance in free-living spotted hyaenas: juvenile rank relations with other immature individuals. Anim. Behav. 46, 451-466.",18,314,17.4444444444444,0.633986928104575,0.929936305732484,0.441860465116279,0.147157108457418,0.202968421052632
"Holekamp_1993b","Carnivora","Crocuta_crocuta","Spotted hyena","Kenya","Natural","MF","Non-Adult","Agonistic Interaction","Tb1b","Count","Yes","Crocuta_crocuta5","Matrix","","","Holekamp, K. E. & Smale, L. 1993 Ontogeny of dominance in free-living spotted hyaenas: juvenile rank relations with other immature individuals. Anim. Behav. 46, 451-466.",17,184,10.8235294117647,0.580882352941177,0.934782608695652,0.896103896103896,0.236799033338826,0.284451470588235
"Isbell_1998a","Primates","Chlorocebus_pygerythrus","Vervet monkey","Kenya","Natural","F","Adult","Agonistic Interaction","Fig1A","Count","No","Chlorocebus_pygerythrus1","Matrix","","","Isbell, L. A. & Pruetz, J. D. 1998 Differences between vervets (Cercopithecus aethiops) and patas monkeys (Erythrocebus patas) in agonistic interactions between adult females. Int. J. Primatol. 19, 837-855.",9,127,14.1111111111111,0.305555555555556,1,1,0.575925925925926,0.616003333333333
"Isbell_1998b","Primates","Erythrocebus_patas","Patas monkey","Kenya","Natural","F","Adult","Agonistic Interaction","Fig1B","Count","No","Erythrocebus_patas1","Matrix","","","Isbell, L. A. & Pruetz, J. D. 1998 Differences between vervets (Cercopithecus aethiops) and patas monkeys (Erythrocebus patas) in agonistic interactions between adult females. Int. J. Primatol. 19, 837-855.",17,192,11.2941176470588,0.492647058823529,0.78125,0.526881720430108,0.252629197103678,0.264679166666667
"Ito_1993a","Hymenoptera","Pachycondyla","Ponerine ant","Indonesia","Captive","F","Adult","Antagonistic Antennation","Tb2a","Count","No","Pachycondyla1","Matrix","","precise species not known","Ito, F. (1993). Functional monogyny and dominance hierarchy in the queenless ponerine ant Pachycondyla (= Bothroponera) sp. in West Java, Indonesia (Hymenoptera, Formicidae, Ponerinae). Ethology, 95(2), 126-140.",8,312,39,0,0.980769230769231,0.928571428571428,0.947619047619047,0.952380952380952
"Ito_1993b","Hymenoptera","Pachycondyla","Ponerine ant","Indonesia","Captive","F","Adult","Antagonistic Antennation","Tb3a","Count","No","Pachycondyla2","Matrix","","precise species not known","Ito, F. (1993). Functional monogyny and dominance hierarchy in the queenless ponerine ant Pachycondyla (= Bothroponera) sp. in West Java, Indonesia (Hymenoptera, Formicidae, Ponerinae). Ethology, 95(2), 126-140.",15,502,33.4666666666667,0.123809523809524,0.956175298804781,0.972972972972973,0.753871057513915,0.737946785714286
"Ito_1993c","Hymenoptera","Pachycondyla","Ponerine ant","Indonesia","Captive","F","Adult","Antagonistic Antennation","Tb4a","Count","No","Pachycondyla3","Matrix","","precise species not known","Ito, F. (1993). Functional monogyny and dominance hierarchy in the queenless ponerine ant Pachycondyla (= Bothroponera) sp. in West Java, Indonesia (Hymenoptera, Formicidae, Ponerinae). Ethology, 95(2), 126-140.",11,62,5.63636363636364,0.563636363636364,1,1,0.272727272727273,0.374814545454545
"Izar_2006","Primates","Cebus_apella","Tufted capuchin","Brazil","Natural","MF","Mixed","Aggression/Retreat/Displacement","Tb2","Count","No","Cebus_apella1","Matrix","","","Izar, P., Ferreira, R. & Sato, T. 2006 Describing the organization of dominance relationships by dominance-directed tree method. Am. J. Primatol. 68, 189-207.",17,325,19.1176470588235,0.338235294117647,0.975384615384615,1,0.486231257208766,0.577182352941176
"IzawaWatanabe_2011","Passeriformes","Corvus_macrorhynchos","Jungle crow","Japan","Captive","MF","Adult","Encounter wins","Tb3","Count","No","Corvus_macrorhynchos1","Matrix","","","Izawa, E. I., & Watanabe, S. (2008). Formation of linear dominance relationship in captive jungle crows (Corvus macrorhynchos): implications for individual recognition. Behavioural Processes, 78(1), 44-52.",14,441,31.5,0,0.931972789115646,1,0.965787545787546,0.978021978021978
"Jenks_1995a","Carnivora","Crocuta_crocuta","Spotted hyena","Kenya","Captive","MF","Mixed","Group Bone Test (aggressive)","Tb3","Count","Yes","Crocuta_crocuta6","Matrix","","","Jenks, S. M., Weldele, M. L., Frank, L. G. & Glickman, S. E. 1995 Acquisition of matrilineal rank in captive spotted hyaenas: emergence of a natural social system in peer-reared animals and their offspring. Anim. Behav. 50, 893-904.",11,453,41.1818181818182,0.454545454545455,0.598233995584989,0.843137254901961,0.340694762895448,0.495798181818182
"Jenks_1995b","Carnivora","Crocuta_crocuta","Spotted hyena","Kenya","Captive","MF","Mixed","Submissive","Tb2","Count","Yes","Crocuta_crocuta6","Matrix","","","Jenks, S. M., Weldele, M. L., Frank, L. G. & Glickman, S. E. 1995 Acquisition of matrilineal rank in captive spotted hyaenas: emergence of a natural social system in peer-reared animals and their offspring. Anim. Behav. 50, 893-904.",11,283,25.7272727272727,0.418181818181818,0.92226148409894,1,0.463164502164502,0.523702727272727
"Johnson_2017","Primates","Macaca_mulatta","Rhesus macaque","USA","Natural","F","Adult","Agonistic interactions during feeding","Table 3","Count","No","Macaca_mulatta4","Matrix","","","Johnson AP, 2017, Strangers in a New Land: The Effects of Ecology on Female Social Relationships, Macaca mulatta, Ocala National Forest, Florida, ",11,88,8,0.381818181818182,0.704545454545455,0.272727272727273,0.300895316804408,0.381988181818182
"Jones_1980a","Primates","Alouatta_palliata","Mantled howler monkey","Costa Rica","Natural","MF","Adult","supplants","Fig1","Count","No","Alouatta_palliata1","Matrix","","","Jones, C. B. (1980). The functions of status in the mantled howler monkey, Alouatta palliataGray: Intraspecific competition for group membership in a folivorous neotropical primate. Primates, 21(3), 389–405. https://doi.org/10.1007/BF02390468",18,591,32.8333333333333,0.143790849673203,0.912013536379019,0.927565392354125,0.724598715379589,0.65097915376677
"Jones_1980b","Primates","Alouatta_palliata","Mantled howler monkey","Costa Rica","Natural","MF","Adult","supplants","Fig2","Count","No","Alouatta_palliata2","Matrix","","","Jones, C. B. (1980). The functions of status in the mantled howler monkey, Alouatta palliataGray: Intraspecific competition for group membership in a folivorous neotropical primate. Primates, 21(3), 389–405. https://doi.org/10.1007/BF02390468",10,242,24.2,0.0666666666666667,0.87603305785124,0.955056179775281,0.769653679653679,0.804826666666667
"Kaufmann_1974","Diprotodontia","Macropus_parryi","Whiptail wallaby","Australia","Natural","MF","Mixed","All Aggressive Interactions","Tb7","Count","No","Macropus_parryi1","Matrix","","","Kaufmann, J. H. 1974 Social ethology of the whiptail wallaby, Macropus parryi, in northeastern New South Wales. Anim. Behav. 22, 281-369.",21,238,11.3333333333333,0.642857142857143,0.857142857142857,0.596330275229358,0.15353209748768,0.174668441558442
"Kikkawa_1980","Passeriformes","Zosterops_lateralis","Silvereye","Australia","Captive","MF","Adult","Fight leading to retreat","Tb1","Count","No","Zosterops_lateralis1","Matrix","","","Kikkawa, J. 1980 Weight changes in relation to social hierarchy in captive flocks of silvereyes, Zosterops lateralis. Behaviour 74, 92-100.",10,897,89.7,0.0666666666666667,0.852842809364548,0.905882352941176,0.698170425377856,0.824741818181818
"Koenig_2004","Primates","Trachypithecus_phayrei","Leaf monkey","Thailand","Natural","F","Mixed","Agonistic Behavior","Tb1b","Count","No","Trachypithecus_phayrei1","Matrix","","","Koenig, A., Larney, E., Lu, A. & Borries, C. 2004 Agonistic behavior and dominance relationships in female phayre's leaf monkeys-preliminary results. Am. J. Primatol. 64, 351-357.",7,68,9.71428571428571,0.0476190476190476,0.764705882352941,1,0.707823129251701,0.803410714285714
"Kohda_1991","Cichliformes","Tropheus_moorii","Blunthead cichlid","Zaire","Natural","MF","Adult","One-sided attacks","Tb2","Count","No","Tropheus_moorii1","Matrix","","","Kohda, M. 1991 Intra-and interspecific social organization among three herbivorous cichlid fishes in Lake Tanganyika. Ichthyol. Res. 38, 147-163.",31,136,4.38709677419355,0.909677419354839,0.808823529411765,1,0.0155997358520772,0.103837419354839
"Kolodziejczyk_2005","Accipitriformes","Haliaeetus_albicilla","White-tailed eagle","Poland","Natural","MF","Adult","Agonistic Interactions","Tb1","Count","No","Haliaeetus_albicilla1","Matrix","","","Kolodziejczyk, M., Kloskowski, J. & Krogulec, J. 2005 Lack of social hierarchy in wintering white-tailed eagles (Haliaeetus albicilla) when scavenging. Ethol. Ecol. Evol. 17, 181-188.",13,168,12.9230769230769,0.435897435897436,0.392857142857143,0.111111111111111,0.210796320707563,0.247263186813187
"Korstjens_2002","Primates","Colobus_polykomos","King colobus","Ivory Coast","Natural","F","Mixed","Submissive/Aggressive","Tb1","Count","No","Colobus_polykomos1","Matrix","","","Korstjens, A. H., Sterck, E. H. M. & Noe, R. 2002 How adaptive or phylogenetically inert is primate social behaviour? A test with two sympatric colobines. Behaviour 2, 203-225.",9,126,14,0.111111111111111,0.746031746031746,0.931034482758621,0.708450176366843,0.826153333333333
"Koutnik_1981","Artiodactyla","Odocoileus_hemionus","Mule deer","USA","Natural","F","Adult","Agonistic Encounters","Tb3","Count","Yes","Odocoileus_hemionus1","Matrix","","non fawning season","Koutnik, D. L. 1981 Sex-related differences in the seasonality of agonistic behavior in mule deer. J. Mammal. 62, 1-11.",8,84,10.5,0.107142857142857,1,0.897435897435897,0.800595238095238,0.748857142857143
"Koutnik_1981b","Artiodactyla","Odocoileus_hemionus","Mule deer","USA","Natural","F","Adult","Agonistic Encounters","Tb4","Count","Yes","Odocoileus_hemionus1","Matrix","","fawning season","Koutnik, D. L. 1981 Sex-related differences in the seasonality of agonistic behavior in mule deer. J. Mammal. 62, 1-11.",8,48,6,0.178571428571429,1,0.878787878787879,0.726190476190476,0.533023809523809
"Kurvers_2009","Anseriformes","Branta_leucopsis","Barnacle geese","Netherlands","Captive","MF","Adult","Agonistic","Fig1","Count","No","Branta_leucopsis1","Matrix","","","Kurvers, R. H., Eijkelenkamp, B., van Oers, K., van Lith, B., van Wieren, S. E., Ydenberg, R. C., & Prins, H. H. (2009). Personality differences explain leadership in barnacle geese. Animal Behaviour, 78(2), 447-453.",18,473,26.2777777777778,0.222222222222222,0.961945031712474,0.872,0.591694377556091,0.652382043343653
"Lahti_1994a","Passeriformes","Parus_montanus","Willow tit","Finland","Natural","MF","Mixed","Dominance","Tb1A","Count","No","Parus_montanus1","Matrix","","These groups were not representative of typical behavior. These groups were presented particularly because they were non-linear, but 91% of hiearchies in the study were linear.","Lahti, K., Koivula, K., Orell, M. 1994 Is the social hierarchy always linear in tits? J. Avian Biol. 25, 347-348.",6,495,82.5,0,0.935353535353535,0.8,0.905230663694049,0.885714285714286
"Lahti_1994b","Passeriformes","Parus_montanus","Willow tit","Finland","Natural","MF","Mixed","Dominance","Tb1C","Count","No","Parus_montanus2","Matrix","","These groups were not representative of typical behavior. These groups were presented particularly because they were non-linear, but 91% of hiearchies in the study were linear. Table 2b not included because <6 individuals. ","Lahti, K., Koivula, K., Orell, M. 1994 Is the social hierarchy always linear in tits? J. Avian Biol. 25, 347-348.",8,335,41.875,0.0714285714285714,0.82089552238806,0.897435897435897,0.698806517556518,0.834
"Langbein_2004a","Artiodactyla","Capra_aegagrus_hircus","Dwarf goats","Germany","Captive","M","Non-Adult","Agonistic interactions","Douglas_et_al_2017","Count","Yes","Capra_aegagrus_hircus1","Matrix","","","Langbein, J., & Puppe, B. (2004). Analysing dominance relationships by sociometric methods-a plea for a more standardised and precise approach in farm animals. Applied Animal Behaviour Science, 87(3-4), 293–315.",12,938,78.1666666666667,0,0.67590618336887,0.838150289017341,0.652756738179415,0.762237762237762
"Langbein_2004b","Artiodactyla","Capra_aegagrus_hircus","Dwarf goats","Germany","Captive","M","Adult","Agonistic interactions","Douglas_et_al_2017","Count","Yes","Capra_aegagrus_hircus1","Matrix","","","Langbein, J., & Puppe, B. (2004). Analysing dominance relationships by sociometric methods-a plea for a more standardised and precise approach in farm animals. Applied Animal Behaviour Science, 87(3-4), 293–315.",12,772,64.3333333333333,0.0606060606060606,0.787564766839378,0.831325301204819,0.66468438803532,0.748274125874126
"Langbein_2004c","Artiodactyla","Sus_scrofa_domesticus","Domestic pig","Germany","Captive","M","Non-Adult","Agonistic interactions","Douglas_et_al_2017","Count","Yes","Sus_scrofa_domesticus12","Matrix","","","Langbein, J., & Puppe, B. (2004). Analysing dominance relationships by sociometric methods-a plea for a more standardised and precise approach in farm animals. Applied Animal Behaviour Science, 87(3-4), 293–315.",10,263,26.3,0.0444444444444444,0.680608365019011,0.641791044776119,0.566590339485076,0.508652121212121
"Langbein_2004d","Artiodactyla","Sus_scrofa_domesticus","Domestic pig","Germany","Captive","M","Adult","Agonistic interactions","Douglas_et_al_2017","Count","Yes","Sus_scrofa_domesticus12","Matrix","","","Langbein, J., & Puppe, B. (2004). Analysing dominance relationships by sociometric methods-a plea for a more standardised and precise approach in farm animals. Applied Animal Behaviour Science, 87(3-4), 293–315.",9,47,5.22222222222222,0.361111111111111,0.787234042553192,0.130434782608696,0.288117283950617,0.39082
"Langley_2018","Galliformes","Phasianus_colchicus","Common pheasant","UK","Captive","M","Adult","Agonistic interactions","S1","Count","No","Phasianus_colchicus3","Edgelist","Date_and_time","","Langley EJG, van Horik JO, Whiteside MA, Madden JR. 2018 Group social rank is associated with performance on a spatial learning task.R. Soc. open sci.5: 171475.",18,367,20.3888888888889,NA,NA,NA,NA,NA
"Lee_1979a","Primates","Papio_cynocephalus","Yellow baboon","Tanzania","Natural","M","Non-Adult","Supplanting Interactions","Fig1","Count","No","Papio_cynocephalus5","Matrix","","","Lee, P. C. & Oliver, J. I. 1979 Competition, dominance and the acquisition of rank in juvenile yellow baboons (Papio cynocephalus). Anim. Behav. 27, 576-585.",15,423,28.2,0.19047619047619,0.976359338061466,1,0.691798387096775,0.637333571428571
"Lee_1979b","Primates","Papio_cynocephalus","Yellow baboon","Tanzania","Natural","F","Non-Adult","Supplanting Interactions","Fig2","Count","No","Papio_cynocephalus6","Matrix","","","Lee, P. C. & Oliver, J. I. 1979 Competition, dominance and the acquisition of rank in juvenile yellow baboons (Papio cynocephalus). Anim. Behav. 27, 576-585.",8,173,21.625,0,0.930635838150289,0.857142857142857,0.890335251360096,0.904761904761905
"Lee_2017a","Rodentia","Mus_musculus","House mouse","USA","Captive","M","Adult","Agonistic interactions","Fig1","Count","No","Mus_musculus19","Matrix","","CD1 outbred mice","Lee W et al, 2017, Major urinary protein levels are associated with social status and context in mouse social hierarchies, Proc Roy Soc B 284:20171570",12,430,35.8333333333333,0.181818181818182,0.893023255813953,0.857142857142857,0.568744938213859,0.7658
